0.000000000000000000e+00,3.300000004216058187e+02
2.006688963210702392e-01,3.450355187060471849e+02
4.013377926421404784e-01,3.565855778903128908e+02
6.020066889632107454e-01,3.646501778504438107e+02
8.026755852842809569e-01,3.692293185525956005e+02
1.003344481605351168e+00,3.703229999868089521e+02
1.204013377926421491e+00,3.679312221514165913e+02
1.404682274247491591e+00,3.620539850507465758e+02
1.605351170568561914e+00,3.529823694277756090e+02
1.806020066889632236e+00,3.422991680242600410e+02
2.006688963210702337e+00,3.302426578892698785e+02
2.207357859531772437e+00,3.168128392535288071e+02
2.408026755852842982e+00,3.020097128152775667e+02
2.608695652173913082e+00,2.858332808466892629e+02
2.809364548494983183e+00,2.682835513136257646e+02
3.010033444816053727e+00,2.493631139491451449e+02
3.210702341137123828e+00,2.301931794701029332e+02
3.411371237458193928e+00,2.116980763077000347e+02
3.612040133779264472e+00,1.938787313469267986e+02
3.812709030100334573e+00,1.767377777538550276e+02
4.013377926421404673e+00,1.602823363182918399e+02
4.214046822742474774e+00,1.445306977276206339e+02
4.414715719063544874e+00,1.295272713814727865e+02
4.615384615384615863e+00,1.153728570706889656e+02
4.816053511705685963e+00,1.022761441102331190e+02
5.016722408026756064e+00,9.061123612813587158e+01
5.217391304347826164e+00,8.090083583738265816e+01
5.418060200668896265e+00,7.359461355038247632e+01
5.618729096989966365e+00,6.871757876114710939e+01
5.819397993311037354e+00,6.579672589055964238e+01
6.020066889632107454e+00,6.417531031387018459e+01
6.220735785953177555e+00,6.331475888582345135e+01
6.421404682274247655e+00,6.287221920715813894e+01
6.622073578595317755e+00,6.265464422932944188e+01
6.822742474916387856e+00,6.255868313832915106e+01
7.023411371237457956e+00,6.252964751902853635e+01
7.224080267558528945e+00,6.253835898853491670e+01
7.424749163879599045e+00,6.256896598362958173e+01
7.625418060200669146e+00,6.261266166251462550e+01
7.826086956521739246e+00,6.266443664754781651e+01
8.026755852842809347e+00,6.272137823771362974e+01
8.227424749163880335e+00,6.278176386536558340e+01
8.428093645484949548e+00,6.284456954872207035e+01
8.628762541806020536e+00,6.290920064485464280e+01
8.829431438127089748e+00,6.297534620660916005e+01
9.030100334448160737e+00,6.304290678078532295e+01
9.230769230769231726e+00,6.311197197902664868e+01
9.431438127090300938e+00,6.318284067231807910e+01
9.632107023411371927e+00,6.325563270520456172e+01
9.832775919732441139e+00,6.332928597803917370e+01
1.003344481605351213e+01,6.340375916125926636e+01
1.023411371237458134e+01,6.347911812406413645e+01
1.043478260869565233e+01,6.355542872125990783e+01
1.063545150501672332e+01,6.363275584182449052e+01
1.083612040133779253e+01,6.371116234141474166e+01
1.103678929765886352e+01,6.379070786635026025e+01
1.123745819397993273e+01,6.387144758051827864e+01
1.143812709030100372e+01,6.395343081073757219e+01
1.163879598662207471e+01,6.403669963027503798e+01
1.183946488294314392e+01,6.412128740428111939e+01
1.204013377926421491e+01,6.420721732474061128e+01
1.224080267558528412e+01,6.429450096595353159e+01
1.244147157190635511e+01,6.438313689439169707e+01
1.264214046822742432e+01,6.447310936885457977e+01
1.284280936454849531e+01,6.456438716801633859e+01
1.304347826086956630e+01,6.465692258258773961e+01
1.324414715719063551e+01,6.475065060831208541e+01
1.344481605351170650e+01,6.484548837382099862e+01
1.364548494983277571e+01,6.494133483398245232e+01
1.384615384615384670e+01,6.503807075482366429e+01
1.404682274247491591e+01,6.513555901050094121e+01
1.424749163879598690e+01,6.523364520625891316e+01
1.444816053511705789e+01,6.533215863406374524e+01
1.464882943143812710e+01,6.543091355983270319e+01
1.484949832775919809e+01,6.552971083316508327e+01
1.505016722408026730e+01,6.562833980247162913e+01
1.525083612040133829e+01,6.572658051066288465e+01
1.545150501672240928e+01,6.582420613934291964e+01
1.565217391304347849e+01,6.592098566298817275e+01
1.585284280936454948e+01,6.601668666906465432e+01
1.605351170568561869e+01,6.611107829559890092e+01
1.625418060200668791e+01,6.620393423447475811e+01
1.645484949832776067e+01,6.629503574673576338e+01
1.665551839464882988e+01,6.638417463544408292e+01
1.685618729096989910e+01,6.647115612215438318e+01
1.705685618729097186e+01,6.655580157473930569e+01
1.725752508361204107e+01,6.663795103706382861e+01
1.745819397993311028e+01,6.671746551473702880e+01
1.765886287625417950e+01,6.679422897574971785e+01
1.785953177257525226e+01,6.686815003010835312e+01
1.806020066889632147e+01,6.693916325846967652e+01
1.826086956521739069e+01,6.700723016614755068e+01
1.846153846153846345e+01,6.707233974558208445e+01
1.866220735785953266e+01,6.713450863732474261e+01
1.886287625418060188e+01,6.719378088669613192e+01
1.906354515050167109e+01,6.725022730041483499e+01
1.926421404682274385e+01,6.730394441457907817e+01
1.946488294314381307e+01,6.735505309230441640e+01
1.966555183946488228e+01,6.740369677597753650e+01
1.986622073578595504e+01,6.745003942536563102e+01
2.006688963210702425e+01,6.749426317860542213e+01
2.026755852842809347e+01,6.753656577825941554e+01
2.046822742474916268e+01,6.757715780904591441e+01
2.066889632107023544e+01,6.761625979739054060e+01
2.086956521739130466e+01,6.765409922549623900e+01
2.107023411371237387e+01,6.769090751407486550e+01
2.127090301003344663e+01,6.772691702814186954e+01
2.147157190635451585e+01,6.776235815929149453e+01
2.167224080267558506e+01,6.779745653561852237e+01
2.187290969899665782e+01,6.783243040696072512e+01
2.207357859531772704e+01,6.786748824846549155e+01
2.227424749163879625e+01,6.790282661975219014e+01
2.247491638795986546e+01,6.793862831030668303e+01
2.267558528428093823e+01,6.797697576897628835e+01
2.287625418060200744e+01,6.802051658662671230e+01
2.307692307692307665e+01,6.806861386831141658e+01
2.327759197324414941e+01,6.812073713037300138e+01
2.347826086956521863e+01,6.817647999977778284e+01
2.367892976588628784e+01,6.823554211116719159e+01
2.387959866220735705e+01,6.829771595288994490e+01
2.408026755852842982e+01,6.836287790220480076e+01
2.428093645484949903e+01,6.843098293540714394e+01
2.448160535117056824e+01,6.850206271103863287e+01
2.468227424749164101e+01,6.857622691712995788e+01
2.488294314381271022e+01,6.865366795910551900e+01
2.508361204013377943e+01,6.873466925565629992e+01
2.528428093645484864e+01,6.881961761795179200e+01
2.548494983277592141e+01,6.890902042632960445e+01
2.568561872909699062e+01,6.900352860291491197e+01
2.588628762541805983e+01,6.910396672529665807e+01
2.608695652173913260e+01,6.921137205433036854e+01
2.628762541806020181e+01,6.932704477879178739e+01
2.648829431438127102e+01,6.945261243107485427e+01
2.668896321070234023e+01,6.959011221688531634e+01
2.688963210702341300e+01,6.974209593015153530e+01
2.709030100334448221e+01,6.991176316517639577e+01
2.729096989966555142e+01,7.010312960716285602e+01
2.749163879598662419e+01,7.032123809142447612e+01
2.769230769230769340e+01,7.057242050472622452e+01
2.789297658862876261e+01,7.086461780687660905e+01
2.809364548494983183e+01,7.120776239614384906e+01
2.829431438127090459e+01,7.161422007084819086e+01
2.849498327759197380e+01,7.209927565210517741e+01
2.869565217391304301e+01,7.268162421364390013e+01
2.889632107023411578e+01,7.338379658790212545e+01
2.909698996655518499e+01,7.423240378271171380e+01
2.929765886287625420e+01,7.525803695388776760e+01
2.949832775919732342e+01,7.649462564102321949e+01
2.969899665551839618e+01,7.797806887137112142e+01
2.989966555183946539e+01,7.974405049394984246e+01
3.010033444816053461e+01,8.182515476669620114e+01
3.030100334448160737e+01,8.424768061865016477e+01
3.050167224080267658e+01,8.702880502333186996e+01
3.070234113712374580e+01,9.017481272855745544e+01
3.090301003344481856e+01,9.368089023936060755e+01
3.110367892976588777e+01,9.753253213656083176e+01
3.130434782608695699e+01,1.017081352043783511e+02
3.150501672240802620e+01,1.061820839649870862e+02
3.170568561872909896e+01,1.109276487725144591e+02
3.190635451505016817e+01,1.159192467392392558e+02
3.210702341137123739e+01,1.209757800876056137e+02
3.230769230769230660e+01,1.252310156099972573e+02
3.250836120401337581e+01,1.285255674923782010e+02
3.270903010033445213e+01,1.308377660457884417e+02
3.290969899665552134e+01,1.321561860673272122e+02
3.311036789297659055e+01,1.324755276280224905e+02
3.331103678929765977e+01,1.317948045918472815e+02
3.351170568561872898e+01,1.301170163622374787e+02
3.371237458193979819e+01,1.274501552766080295e+02
3.391304347826086740e+01,1.238100046081417389e+02
3.411371237458194372e+01,1.192260111941334060e+02
3.431438127090301293e+01,1.137529330276538815e+02
3.451505016722408214e+01,1.074932965496705748e+02
3.471571906354515136e+01,1.006382315861345944e+02
3.491638795986622057e+01,9.353085429800820805e+01
3.511705685618728978e+01,8.696703120024137945e+01
3.531772575250835899e+01,8.227496787005964052e+01
3.551839464882943531e+01,7.919493220212798690e+01
3.571906354515050452e+01,7.726073999914781609e+01
3.591973244147157374e+01,7.608715901458300834e+01
3.612040133779264295e+01,7.540929298992548979e+01
3.632107023411371216e+01,7.506515870056178130e+01
3.652173913043478137e+01,7.496768835071497961e+01
3.672240802675585059e+01,7.516103968451918149e+01
3.692307692307692690e+01,7.574268398814096770e+01
3.712374581939799612e+01,7.689291391447572721e+01
3.732441471571906533e+01,7.899607491634489520e+01
3.752508361204013454e+01,8.270977325869627350e+01
3.772575250836120375e+01,8.732106820874959396e+01
3.792642140468227296e+01,9.141975836196745320e+01
3.812709030100334218e+01,9.436429847305804230e+01
3.832775919732441849e+01,9.579540818730052365e+01
3.852842809364548771e+01,9.557061286059784777e+01
3.872909698996655692e+01,9.371893570611590008e+01
3.892976588628762613e+01,9.045100358964113241e+01
3.913043478260869534e+01,8.651596075140147946e+01
3.933110367892976456e+01,8.327162387088669959e+01
3.953177257525083377e+01,8.075448301695465148e+01
3.973244147157191009e+01,7.886106602024162271e+01
3.993311036789297930e+01,7.747207831402737099e+01
4.013377926421404851e+01,7.647260433227012300e+01
4.033444816053511772e+01,7.576403574288922016e+01
4.053511705685618693e+01,7.526801890700629372e+01
4.073578595317725615e+01,7.492535868212985406e+01
4.093645484949832536e+01,7.469273901579813923e+01
4.113712374581940168e+01,7.453905726021920941e+01
4.133779264214047089e+01,7.444220014942040109e+01
